股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,买入信号,技术形态,上市天数
300721.SZ,怡达股份,22.4,21.93,22.4,21.93,1143182.0,-2.01,22.07,22.90,22.84,22.28,20.62,-0.59,24.76,22.84,20.93,17.37,26.03,0.04,913880120.0,化工-化学制品-其他化学制品,乙二醇,wr超卖||月线bias买入信号||skdj超卖,缩量||价跌量缩||回调缩量,519
300560.SZ,中富通,22.39,22.7,24.03,22.1,12024085.0,2.81,21.51,21.36,21.13,21.26,20.22,0.2,22.74,21.13,19.53,62.56,56.75,74.18,1520179300.0,信息设备-通信设备-通信配套服务,军工;5G;数字中国,周线roc买入信号||周线行情收盘价上穿5日||周线rsi金叉,价升量涨||放量||强中选强,898
300680.SZ,隆盛科技,22.35,21.62,23.49,21.6,8109532.0,-0.19,21.05,20.52,19.82,19.60,18.38,0.3,21.69,19.82,17.95,63.94,66.11,59.61,742097850.0,交运设备-汽车零部件-汽车零部件Ⅲ,尾气治理;节能减排;新能源汽车;传感器;燃料电池,月线cr金叉||月线rsi金叉||月线lwr买入信号,放量||旗形||上升通道,632
603886.SH,元祖股份,22.33,22.72,22.84,21.7,2259982.0,1.98,22.21,22.60,23.07,22.82,21.67,-0.38,24.46,23.07,21.68,42.36,35.16,56.76,2753868500.0,食品饮料-食品加工制造-食品综合,月饼;长三角一体化;台湾概念股,rsi金叉,价升量涨||放量||阳线,841
300556.SZ,丝路视觉,22.3,22.26,22.64,22.11,3655300.0,-0.27,22.04,21.76,21.69,22.06,19.94,-0.05,22.84,21.69,20.55,61.54,56.07,72.48,1421450700.0,信息服务-计算机应用-软件开发及服务,虚拟现实;增强现实;雄安新区;数字视觉;文化传媒;阿里巴巴概念;机器视觉;年报预增;国产软件,周线行情收盘价上穿5日||周线mtm金叉||月线boll突破中轨,缩量||价跌量缩||月线长下影线,895
603037.SH,凯众股份,22.3,22.2,22.48,22.02,836170.0,0.36,22.10,22.19,22.03,22.03,20.81,-0.14,22.81,22.03,21.25,50.39,54.62,41.92,1368800900.0,交运设备-汽车零部件-汽车零部件Ⅲ,新能源汽车,rsi金叉,价升量缩||缩量||阴线,818
002881.SZ,美格智能,22.28,21.8,22.32,21.7,3047150.0,-2.46,21.72,21.70,22.01,22.04,20.26,-0.25,23.44,22.01,20.58,46.9,41.29,58.14,988390200.0,电子-电子制造-电子零部件制造,5G;物联网感知层;物联网;电力物联网,周线rsi金叉,缩量||价跌量缩||月线长下影线,665
002890.SZ,弘宇股份,22.27,22.14,22.57,22.14,703103.0,-0.63,22.08,22.50,22.26,21.96,20.53,-0.3,23.53,22.26,20.99,42.54,46.32,35.0,874644330.0,机械设备-专用设备-农用机械,乡村振兴;农机,行情收盘价上穿5日||skdj金叉||boll突破中轨,缩量||价跌量缩||月线长下影线,624
603869.SH,新智认知,22.22,22.17,22.45,22.12,1572520.0,-0.98,22.27,22.33,22.06,21.54,19.28,-0.33,23.94,22.06,20.17,38.48,42.57,30.29,5943897000.0,信息服务-计算机应用-软件开发及服务,游轮;智能交通;大数据;智慧城市;海南自贸区;航运概念,skdj金叉||月线dmi金叉,缩量||价跌量缩||月线长下影线,1484
603535.SH,嘉诚国际,22.18,22.01,22.34,22.0,2088052.0,-0.77,22.09,22.60,21.89,21.52,20.51,-0.18,24.06,21.89,19.72,21.1,31.16,0.98,1454420800.0,交通运输-物流-物流Ⅲ,自由贸易港;物联网平台层;粤港澳大湾区;物联网;东盟自贸区,wr超卖||月线macd金叉||月线kdj超卖,缩量||价跌量缩||旗形,618
600895.SH,张江高科,22.16,21.63,22.16,21.5,27707091.0,-2.48,21.90,22.34,23.13,23.16,19.98,-0.75,25.96,23.13,20.30,29.07,26.51,34.19,33498155000.0,房地产-园区开发-园区开发Ⅲ,蚂蚁金服概念;新兴板概念;MSCI概念;租售同权;参股新三板;抗艾滋病;浦东新区;融资融券;转融券标的;浦东前滩;地方国资改革;上海自贸区;上海国资改革;证金持股;科创板预期;创投;科创板IPO,行情收盘价上穿5日||skdj金叉||kdj金叉,缩量||价跌量缩||月线长下影线,8396
603533.SH,掌阅科技,22.13,21.67,22.28,21.57,1974200.0,-2.08,22.19,22.59,22.24,22.35,20.48,-0.38,24.39,22.24,20.09,26.04,37.58,2.97,3535493800.0,信息服务-传媒-其他传媒,大消费;IP概念;数字阅读;沪股通;文化传媒;知识产权保护;独角兽概念,wr超卖||月线bias买入信号||月线cr金叉,缩量||价跌量缩||回调缩量,574
603027.SH,千禾味业,22.1,22.26,22.4,21.99,3726500.0,0.45,22.32,22.77,23.04,22.17,20.41,-0.63,24.66,23.04,21.42,25.43,31.16,13.98,7162765300.0,食品饮料-食品加工制造-调味发酵品,调味品;年报预增,wr超卖,价升量缩||缩量||阳线,1137
300536.SZ,农尚环境,22.08,23.35,24.0,21.51,16179571.0,4.76,22.64,23.04,21.50,18.10,13.59,-0.65,25.80,21.50,17.20,31.31,40.28,13.37,1426097000.0,建筑材料-建筑装饰-装饰园林,海绵城市;PPP概念;园林开发;高送转;节能环保,行情收盘价上穿5日||mtm金叉||月线boll突破上轨,价升量涨||缩量||阳线,940
603181.SH,皇马科技,22.05,22.6,23.2,22.05,5308875.0,5.56,21.83,22.40,22.52,21.95,20.05,-0.55,24.21,22.52,20.83,20.12,24.11,12.14,2237400000.0,化工-化学制品-其他化学制品,有机硅;新材料概念,行情收盘价上穿5日||skdj金叉||rsi金叉,价升量涨||放量||阳线,602
002806.SZ,华锋股份,22.02,21.19,22.2,21.11,4159481.0,-2.49,21.32,21.25,21.13,21.64,19.69,-0.1,22.38,21.13,19.88,64.03,62.13,67.84,1222485530.0,有色金属-有色冶炼加工-铝,铝材加工;铝电解电容;新能源整车;新能源汽车;有色铝;年报预增,dmi金叉||月线rsi金叉||月线vr买入信号,缩量||价跌量缩||月线长下影线,996
002565.SZ,顺灏股份,22.01,21.4,23.77,20.96,168659180.0,-2.51,20.17,20.40,18.68,16.61,12.18,-0.24,24.10,18.68,13.25,53.39,51.05,58.08,14655511000.0,轻工制造-包装印刷-包装印刷Ⅲ,造纸转暖;云印刷;土壤修复;环保包装;电子烟;白卡纸;工业大麻,cci买入信号||kdj金叉||cr金叉,放量||强中选强||月线长下影线,2953
002865.SZ,钧达股份,22.01,21.8,22.68,21.76,3299269.0,-0.77,21.99,22.34,22.31,22.06,20.75,-0.35,23.94,22.31,20.69,28.42,38.92,7.41,830580000.0,交运设备-汽车零部件-汽车零部件Ⅲ,海南自贸区;创投,wr超卖||月线macd金叉,缩量||回调缩量||阴线,723
600487.SH,亨通光电,22.01,22.43,23.15,21.7,106126962.0,1.91,21.81,21.82,21.58,21.80,20.76,0.07,22.76,21.58,20.41,51.25,47.87,58.02,41727098000.0,信息设备-通信设备-通信传输设备,智慧城市;军工;太赫兹;新能源;物联网;海洋经济;融资融券;电梯物联网;沪股通;传感器;转融券标的;MSCI概念;大国重器标的;一带一路;工业4.0;光纤;光纤光缆;能源互联网;芯片概念;5G;宽带中国;特高压;网络安全;白马股;大数据;新能源汽车;充电桩;量子通信;海工装备;华为概念;长三角一体化,cci买入信号||kdj金叉||macd金叉,价升量涨||放量||阳线,5718
603690.SH,至纯科技,21.98,21.39,21.98,21.13,2309677.0,-2.73,21.29,21.41,22.24,22.68,20.29,-0.47,24.43,22.24,20.05,33.49,24.16,52.14,1971644600.0,机械设备-专用设备-其它专用机械,机器学习;人工智能;集成电路概念;养老金持股;光通信设备;5G;新基建,周线rsi金叉,缩量||价跌量缩||月线长下影线,825
300669.SZ,沪宁股份,21.97,22.17,22.3,21.49,851844.0,1.7,21.91,22.11,21.70,21.24,19.97,-0.17,22.85,21.70,20.55,55.97,59.71,48.49,569769000.0,机械设备-专用设备-楼宇设备,电梯概念,行情收盘价上穿5日||skdj金叉||月线boll突破中轨,价升量涨||缩量||阳线,658
600258.SH,首旅酒店,21.95,21.93,22.08,21.73,7998819.0,-1.53,22.24,22.50,22.27,21.31,19.07,-0.47,23.97,22.27,20.58,31.05,36.98,19.18,13697683000.0,餐饮旅游-酒店及餐饮-酒店Ⅲ,北京环球影城;情人节;在线旅游;收入改革;京津冀一体化;中概股回归;电子商务;沪股通;北京国资改革;地方国资改革;大消费;海南自贸区;阿里巴巴概念;白马股;MSCI预期,wr超卖,缩量||价跌量缩||回调缩量,6895
600218.SH,全柴动力,21.9,20.6,22.51,19.45,146571690.0,0.68,18.39,15.58,13.87,13.57,11.76,1.74,19.79,13.87,7.96,89.88,84.61,100.42,7596353000.0,机械设备-通用设备-内燃机,融资融券;转融券标的;地方国资改革;燃料电池,周线cr金叉||周线boll突破上轨||周线cci买入信号,价升量涨||放量||强中选强,7441
603159.SH,上海亚虹,21.85,21.96,22.05,21.65,599300.0,0.5,21.73,21.93,22.17,21.78,20.57,-0.31,23.19,22.17,21.15,41.96,32.8,60.28,549000000.0,机械设备-专用设备-其它专用机械,--,月线dmi金叉,价升量缩||缩量||阳线,979
002090.SZ,金智科技,21.84,21.64,22.05,21.27,2504043.0,-1.5,21.98,22.09,22.15,22.14,20.01,-0.41,23.33,22.15,20.98,21.9,28.38,8.93,5008946900.0,机械设备-电气设备-电气自控设备,仪电仪表;融资租赁;智能电网;智慧停车;智能交通;太阳能;智能建筑;电子信息;雄安新区;海上风电;智慧城市;机器人概念;储能;独角兽概念;电力物联网;信托概念;高送转,wr超卖,缩量||回调缩量||阴线,4514
300393.SZ,中来股份,21.83,21.12,21.83,21.05,2568350.0,-3.43,21.20,21.07,21.47,22.32,20.43,-0.14,23.14,21.47,19.79,54.54,46.73,70.17,2432447700.0,机械设备-电气设备-电源设备,新能源;太阳能;兜底增持;光伏概念;高送转,vr买入信号,放量||价跌量缩||月线长下影线,1679
603978.SH,深圳新星,21.8,21.28,21.85,21.21,2278399.0,-2.43,21.47,21.99,22.39,23.18,21.92,-0.4,24.35,22.39,20.42,21.56,26.28,12.1,1619869400.0,有色金属-新材料-金属新材料Ⅲ,军工;新材料概念;萤石;国资驰援;中科系;有色铝,wr超卖||月线bias买入信号||月线skdj超卖,缩量||回调缩量||阴线,619
600645.SH,中源协和,21.77,21.39,21.8,21.33,4478787.0,-0.47,21.37,21.88,21.96,22.23,20.18,-0.43,23.24,21.96,20.68,29.36,35.33,17.43,8208938500.0,医药生物-生物制品-生物制品Ⅲ,细胞免疫治疗;基因芯片;细胞运输膜融合;滨海新区;抗癌;生物医药;基因疗法;冠状病毒;融资融券;独角兽概念;转融券标的;医保目录;基因测序;干细胞;体外诊断;科创板预期,skdj金叉,缩量||价跌量缩||回调缩量,9480
603698.SH,航天工程,21.76,21.1,21.77,20.9,5289771.0,-3.03,20.58,19.97,19.11,18.43,16.83,0.34,21.42,19.11,16.80,76.11,72.11,84.11,8699530000.0,建筑材料-建筑装饰-专业工程,节能环保;央企国资改革;机构重仓;煤化工,月线cci买入信号||月线roc买入信号,放量||价跌量缩||上升通道,1541
002159.SZ,三特索道,21.74,21.09,21.76,21.03,1752639.0,-3.3,21.46,21.59,22.17,21.74,20.39,-0.41,23.75,22.17,20.60,33.27,32.7,34.43,2922005000.0,餐饮旅游-景点及旅游-旅游综合Ⅲ,中部崛起;收入改革;海南自贸区;年报预增,wr超卖,缩量||回调缩量||阴线,4262
300410.SZ,正业科技,21.72,21.39,21.79,21.38,1994024.0,-1.52,21.59,22.16,22.67,23.00,22.14,-0.45,24.33,22.67,21.01,18.69,24.28,7.52,3997493300.0,电子-其他电子-其他电子Ⅲ,苹果概念;节能照明;兜底增持;工业4.0;锂电设备;高端装备;白马股;锂电池;宁德时代概念;国资驰援;高送转;OLED,wr超卖||skdj超卖||月线cr金叉,缩量||价跌量缩||回调缩量,1569
601688.SH,华泰证券,21.71,21.66,22.02,21.62,52470523.0,-0.69,21.85,22.33,22.26,22.42,21.49,-0.3,23.83,22.26,20.70,28.56,34.27,17.15,117911043000.0,金融服务-证券-证券Ⅲ,债转股;互联网金融;MSCI概念;融资融券;互联网券商;沪股通;转融券标的;阿里巴巴概念;地方国资改革;沪伦通预期;江苏国资改革,skdj金叉||skdj底背离,缩量||价跌量缩||月线长下影线,3338
603607.SH,京华激光,21.71,21.13,21.72,21.05,1944280.0,-2.54,21.71,22.16,22.06,21.65,19.99,-0.54,24.42,22.06,19.71,22.03,33.04,-0.0,1029334090.0,轻工制造-包装印刷-包装印刷Ⅲ,环保包装;知识产权保护,wr超卖||月线dmi金叉,缩量||价跌量缩||回调缩量,540
300001.SZ,特锐德,21.7,21.61,22.07,21.51,8295936.0,-1.28,21.42,21.78,22.31,22.92,21.18,-0.37,23.80,22.31,20.82,37.12,29.45,52.46,19983223000.0,机械设备-电气设备-输变电设备,国开行;高铁;PPP概念;新能源;铁路基建;轨道交通;仪电仪表;融资融券;深股通;转融券标的;融资租赁;智能电网;储能;网约车;光伏概念;新能源汽车;充电桩;MSCI预期,周线mtm金叉,缩量||价跌量缩||月线长下影线,3457
300726.SZ,宏达电子,21.7,21.89,22.18,21.56,6339400.0,0.51,21.39,21.24,21.15,21.27,19.79,0.02,22.37,21.15,19.92,66.61,54.03,91.79,2373943100.0,电子-半导体及元件-被动元件,航空航天;大飞机;芯片概念;深股通;5G;军民融合;陶瓷电容;军工,macd金叉||月线cr金叉||周线行情收盘价上穿5日,价升量涨||放量||阳线,513
600352.SH,浙江龙盛,21.7,23.6,23.87,21.6,466245470.0,6.5,21.91,22.89,19.57,16.76,13.46,-0.14,28.08,19.57,11.06,40.44,48.64,24.02,76778632000.0,化工-化学制品-纺织化学用品,生物医药;MSCI概念;网约车;融资融券;沪股通;转融券标的;分散染料;独角兽概念;年报预增;透明工厂,月线dma金叉,放量||价升量缩||阳线,5739
600661.SH,昂立教育,21.69,21.75,21.85,21.5,663032.0,0.28,21.51,22.34,22.72,22.63,21.50,-0.51,24.34,22.72,21.11,25.42,30.91,14.45,5634914500.0,信息服务-传媒-其他传媒,高考;融资融券;沪股通;职业教育;转融券标的;高校;K12教育;二胎概念;在线教育;幼儿教育,行情收盘价上穿5日,价升量缩||缩量||阳线,9439
600406.SH,国电南瑞,21.68,21.53,21.74,21.33,17774606.0,-0.92,21.47,21.31,21.31,21.32,20.36,-0.06,22.09,21.31,20.53,57.0,51.75,67.51,63188373000.0,机械设备-电气设备-电气自控设备,一带一路;有轨电车;互联网电力;特斯拉;PPP概念;分布式发电;工控信息安全;仪电仪表;央视财经50;能源互联网;融资融券;沪股通;转融券标的;充电桩;配电网;轨道交通;智能电网;特高压;IGBT;MSCI概念;白马股;互联网+;证金持股;央企国资改革;电力物联网,周线skdj金叉,缩量||价跌量缩||月线长下影线,5663
300727.SZ,润禾材料,21.65,21.19,21.7,21.12,1570412.0,-1.9,21.31,21.58,21.36,21.17,20.00,-0.23,22.59,21.36,20.12,29.41,33.15,21.92,674557160.0,化工-化学制品-纺织化学用品,有机硅,月线lwr买入信号||月线kdj超卖||月线dmi金叉,缩量||价跌量缩||月线长下影线,507
603922.SH,金鸿顺,21.65,20.85,21.68,20.83,2650900.0,-3.7,20.90,21.54,22.60,21.33,19.27,-0.83,26.06,22.60,19.13,30.2,24.56,41.46,667200000.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念;台湾概念股,周线rsi金叉,缩量||价跌量缩||月线长下影线,542
002907.SZ,华森制药,21.62,21.25,21.62,21.21,2641411.0,-1.94,21.57,22.45,22.76,22.14,20.29,-0.73,24.60,22.76,20.91,12.86,23.54,-8.51,1252900000.0,医药生物-中药-中药Ⅲ,深股通;仿制药,wr超卖||月线bias买入信号||skdj超卖,缩量||回调缩量||阴线,545
300501.SZ,海顺新材,21.6,21.54,21.8,21.43,563012.0,-0.55,21.47,21.72,21.98,21.85,20.21,-0.35,22.95,21.98,21.01,30.72,31.15,29.85,2173131800.0,轻工制造-包装印刷-包装印刷Ⅲ,高送转,周线rsi金叉,缩量||价跌量缩||回调缩量,1169
300400.SZ,劲拓股份,21.56,21.0,21.6,20.61,4579073.0,-1.64,21.40,22.45,22.05,21.58,19.17,-0.74,24.71,22.05,19.38,14.58,24.78,-5.83,3345776500.0,机械设备-通用设备-其它通用机械,机器人概念;富士康概念;工业机器人;3D玻璃;OLED;OLED设备制造;机器视觉;柔性屏;超清视频,wr超卖||bias买入信号||skdj超卖,缩量||回调缩量||阴线,1651
002817.SZ,黄山胶囊,21.55,21.65,21.75,21.42,663205.0,0.46,21.51,21.76,21.26,20.86,19.60,-0.16,22.66,21.26,19.85,45.14,53.04,29.34,899341000.0,医药生物-中药-中药Ⅲ,医疗器械概念,行情收盘价上穿5日||月线macd金叉,价升量缩||缩量||阳线,905
300736.SZ,百邦科技,21.51,21.04,21.77,21.02,1339847.0,-2.14,21.25,21.60,21.62,21.86,20.87,-0.23,22.79,21.62,20.44,40.0,43.06,33.89,1057516440.0,电子-其他电子-其他电子Ⅲ,电子商务;三星;国资驰援;苹果概念,月线bias买入信号||周线roc买入信号||周线mtm金叉,缩量||价跌量缩||月线长下影线,464
002778.SZ,高科石化,21.49,21.25,21.75,21.21,1180300.0,-1.16,21.08,21.11,20.87,20.81,19.91,-0.02,21.78,20.87,19.96,64.91,61.0,72.73,1358523100.0,化工-基础化学-石油加工,--,周线行情收盘价上穿5日||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,1198
300520.SZ,科大国创,21.48,21.16,21.69,21.1,6422253.0,0.19,20.89,20.84,20.83,21.10,19.19,-0.13,21.94,20.83,19.72,60.54,53.28,75.05,2383716200.0,信息服务-计算机应用-软件开发及服务,国产软件;大数据;智能物流;新能源汽车;锂电池;年报预增;科创板预期,周线行情收盘价上穿5日,放量||价升量缩||月线长下影线,1014
603038.SH,华立股份,21.46,21.31,21.66,21.21,559220.0,-0.61,21.29,21.51,21.01,20.56,19.09,-0.16,22.45,21.01,19.57,45.34,54.86,26.31,801183120.0,建筑材料-建筑材料-其他建材,人民币贬值受益;成泉资本持股,dmi金叉,缩量||价跌量缩||回调缩量,822
002928.SZ,华夏航空,21.44,21.2,21.5,21.18,2584770.0,-0.66,21.18,21.60,21.68,21.63,20.40,-0.34,22.99,21.68,20.36,19.83,22.3,14.89,2885853800.0,交通运输-机场航运-航空运输Ⅲ,白马股;深股通;高送转;送转填权,wr超卖||skdj超卖||月线kdj超卖,缩量||价跌量缩||回调缩量,412
300746.SZ,汉嘉设计,21.37,21.15,21.77,21.1,2931883.0,-1.58,21.36,21.61,21.73,22.03,20.97,-0.24,23.12,21.73,20.33,30.0,36.57,16.86,1112490000.0,建筑材料-建筑装饰-房屋建设,新股与次新股;天然气,wr超卖||cr金叉||周线roc买入信号,缩量||价跌量缩||回调缩量,328
002001.SZ,新和成,21.35,20.96,21.64,20.8,27224881.0,-1.23,21.33,21.16,19.81,19.61,17.91,0.13,22.78,19.81,16.85,51.95,63.78,28.29,44466249000.0,医药生物-化学制药-化学原料药,抗艾滋病;工业用地;疟疾;青蒿素;饲料;融资融券;深股通;转融券标的;证金持股;维生素;年报预增;MSCI预期;科创板预期,月线cci买入信号||月线roc买入信号||月线dmi金叉,缩量||价跌量缩||旗形,5410
603712.SH,七一二,21.35,20.79,21.46,20.75,11574204.0,-2.58,21.37,21.60,20.41,19.85,18.48,-0.07,23.48,20.41,17.34,32.25,48.46,-0.17,7618221100.0,信息设备-通信设备-终端设备,铁路基建;军民融合;天津国资改革;地方国资改革;轨道交通;军工,wr超卖||月线cr金叉||月线rsi金叉,缩量||价跌量缩||旗形,416
600903.SH,贵州燃气,21.3,20.88,21.35,20.82,9643747.0,-2.79,21.03,21.14,21.35,21.83,21.27,-0.08,22.42,21.35,20.29,31.74,32.1,31.02,9421700100.0,公用事业-燃气水务-燃气Ⅲ,天然气,wr超卖||周线mtm金叉,缩量||价跌量缩||回调缩量,527
600182.SH,S佳通,21.28,20.37,22.27,20.37,9990523.0,-4.81,20.46,19.47,18.42,17.98,16.92,0.54,21.22,18.42,15.63,80.92,85.22,72.33,3462900000.0,化工-化工合成材料-轮胎,S股;振兴东北;绿色轮胎;国际板,月线rsi金叉||月线lwr买入信号||月线kdj金叉,放量||旗形||阴线,7286
603013.SH,亚普股份,21.28,22.04,22.58,20.64,15378959.0,3.47,20.86,20.14,19.11,18.88,18.06,0.64,21.90,19.11,16.32,80.03,75.01,90.08,1322400000.0,交运设备-汽车零部件-汽车零部件Ⅲ,新股与次新股;汽车制造概念;央企国资改革;燃料电池,boll突破上轨||周线boll突破上轨||月线skdj超卖,价升量涨||放量||阳线,344
300463.SZ,迈克生物,21.25,22.15,22.26,21.14,5209703.0,4.73,21.15,21.30,20.74,20.47,18.50,-0.07,22.44,20.74,19.03,65.51,60.91,74.71,8108999300.0,医药生物-医疗器械服务-医疗器械Ⅲ,深股通;基因测序;体外诊断,cci买入信号||mtm金叉||skdj金叉,价升量涨||放量||阳线,1421
600697.SH,欧亚集团,21.25,20.91,21.36,20.86,2414955.0,-1.69,21.36,21.73,21.94,21.75,20.64,-0.44,23.20,21.94,20.68,22.63,30.88,6.12,3244312300.0,商业贸易-零售-百货零售,中朝贸易区;振兴东北;新零售;商超百货;吉林国资改革;地方国资改革;安邦系,wr超卖||月线macd金叉,放量||阴线||价跌量升,9264
